Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
3,0,0,438,3,94110,3,0,16,1004.024,7,0.2,-112.9527
3,0,0,438,3,94110,3,1,12,9.68,1,0.0,4.6464
3,0,0,438,3,94110,3,1,10,28.35,9,0.0,13.608
3,0,0,438,3,94110,3,1,12,55.98,1,0.0,27.4302
3,0,0,438,3,94110,3,0,4,1336.829,13,0.15,31.4548
3,0,0,438,3,94110,3,0,5,113.568,2,0.2,-18.4548
3,1,0,452,45,98105,3,1,12,139.86,7,0.0,65.7342
3,1,0,452,45,98105,3,0,5,307.136,4,0.2,26.8744
3,0,0,208,3,92646,3,1,2,95.92,8,0.0,25.8984
3,0,0,266,3,90004,3,0,5,383.8,5,0.2,38.38
3,1,0,407,15,40475,2,1,12,5.78,1,0.0,2.8322
3,1,0,266,3,90045,3,1,2,9.32,4,0.0,2.7028
3,1,0,266,3,90045,3,1,7,15.25,1,0.0,7.015
0,0,0,267,4,80027,3,2,0,196.752,6,0.2,56.5662
3,1,0,247,19,1841,1,0,9,56.56,4,0.0,14.7056
3,1,0,247,19,1841,1,1,14,32.7,3,0.0,8.502
2,0,0,215,22,39212,2,0,5,866.4,4,0.0,225.264
2,1,0,64,20,48187,0,0,9,28.4,2,0.0,11.076
2,1,0,64,20,48187,0,1,3,287.92,8,0.0,138.2016
0,2,0,328,30,10801,1,2,11,69.99,1,0.0,30.0957
3,1,0,434,41,78207,0,1,2,6.672,6,0.2,0.5004
3,2,0,164,31,28052,2,1,3,189.588,2,0.7,-145.3508
3,2,0,164,31,28052,2,2,0,408.744,7,0.2,76.6395
3,2,0,164,31,28052,2,2,0,291.96,5,0.2,54.7425
3,2,0,164,31,28052,2,1,14,4.768,2,0.2,-0.7748
0,0,0,269,19,1852,1,1,14,714.3,5,0.0,207.147
3,0,0,216,8,32216,2,1,3,4.812,2,0.7,-3.6892
3,0,0,216,8,32216,2,2,0,247.8,5,0.2,-18.585
2,2,0,80,11,60623,0,2,11,1007.979,3,0.3,43.1991
2,2,0,80,11,60623,0,1,12,313.488,7,0.2,113.6394
3,1,0,207,41,77070,0,1,12,31.872,8,0.2,11.5536
2,1,0,329,30,10024,1,0,5,207.846,3,0.1,2.3094
2,0,0,123,20,48227,0,0,9,12.22,1,0.0,3.666
2,0,0,123,20,48227,0,1,14,194.94,3,0.0,23.3928
2,0,0,123,20,48227,0,1,14,70.95,3,0.0,20.5755
2,0,0,123,20,48227,0,1,12,91.36,4,0.0,42.0256
2,0,0,123,20,48227,0,0,5,242.94,3,0.0,29.1528
2,0,0,123,20,48227,0,1,10,22.05,7,0.0,10.584
2,0,0,94,12,47201,0,0,9,2.91,1,0.0,1.3677
2,0,0,23,30,13021,1,1,2,59.52,3,0.0,15.4752
2,0,0,23,30,13021,1,1,14,161.94,3,0.0,9.7164
2,0,0,23,30,13021,1,1,2,263.88,6,0.0,71.2476
2,0,0,23,30,13021,1,1,2,30.48,3,0.0,7.9248
2,0,0,23,30,13021,1,1,2,9.84,3,0.0,2.8536
2,0,0,23,30,13021,1,2,13,35.12,4,0.0,9.1312
3,1,0,2,33,44312,1,0,16,284.364,2,0.4,-75.8304
3,1,0,2,33,44312,1,1,14,665.408,2,0.2,66.5408
3,1,0,336,34,73071,0,2,0,63.88,4,0.0,24.9132
3,0,0,96,3,94521,3,0,5,129.568,2,0.2,-24.294
3,0,0,116,11,62521,0,0,5,747.558,3,0.3,-96.1146
3,0,0,116,11,62521,0,1,7,8.928,2,0.2,3.348
3,0,0,452,45,98115,3,1,1,103.92,4,0.0,36.372
3,0,0,452,45,98115,3,2,0,899.91,9,0.0,377.9622
3,0,0,452,45,98115,3,1,3,51.312,3,0.2,18.6006
3,2,0,375,1,85023,3,0,9,23.56,5,0.2,7.068
3,2,0,375,1,85023,3,0,16,1272.63,6,0.5,-814.4832
3,2,0,375,1,85023,3,1,3,28.485,5,0.7,-20.889
3,2,0,375,1,85023,3,1,15,185.376,2,0.2,-34.758
3,2,0,375,1,85023,3,1,1,78.272,2,0.2,5.8704
3,2,0,361,11,60068,0,0,9,254.744,7,0.6,-312.0614
3,1,0,8,41,79109,0,0,4,205.3328,2,0.32,-36.2352
2,0,0,80,11,60610,0,1,3,4.788,3,0.8,-7.9002
3,1,0,257,30,11757,1,1,12,55.48,1,0.0,26.6304
2,0,0,438,3,94110,3,1,14,340.92,3,0.0,3.4092
2,0,0,438,3,94110,3,0,4,222.666,2,0.15,10.4784
2,0,0,438,3,94110,3,2,13,703.968,4,0.2,87.996
2,0,0,438,3,94110,3,1,14,92.52,6,0.0,24.9804
2,0,0,438,3,94110,3,1,12,62.65,7,0.0,28.819
2,0,0,438,3,94110,3,1,12,94.85,5,0.0,45.528
3,1,0,266,3,90008,3,2,13,95.76,6,0.2,7.182
3,0,0,488,30,12180,1,0,9,40.2,3,0.0,19.296
3,1,0,329,30,10024,1,1,2,14.7,5,0.0,6.615
3,1,0,329,30,10024,1,1,14,704.25,5,0.0,84.51
3,0,0,437,3,92024,3,2,0,9.09,3,0.0,1.9089
3,0,0,329,30,10024,1,1,2,5.96,2,0.0,1.6688
3,0,0,329,30,10024,1,2,0,159.98,2,0.0,57.5928
0,2,0,266,3,90045,3,1,10,29.6,2,0.0,14.8
0,2,0,266,3,90045,3,0,4,514.165,5,0.15,-30.245
0,2,0,266,3,90045,3,2,13,279.96,5,0.2,17.4975
0,0,0,80,11,60610,0,2,13,2735.952,6,0.2,341.994
2,2,0,209,41,77340,0,2,13,7.992,1,0.2,0.5994
2,2,0,209,41,77340,0,2,0,63.984,2,0.2,10.3974
2,2,0,209,41,77340,0,1,2,70.368,2,0.2,6.1572
3,0,0,410,30,14609,1,1,14,449.15,5,0.0,8.983
3,0,0,410,30,14609,1,1,7,11.07,3,0.0,5.0922
3,0,0,452,45,98115,3,2,0,93.98,2,0.0,13.1572
2,0,0,289,40,38109,2,0,16,189.882,3,0.4,-94.941
3,0,0,150,2,72701,2,1,7,105.42,2,0.0,51.6558
3,0,0,104,3,92627,3,1,3,119.616,8,0.2,40.3704
3,0,0,104,3,92627,3,0,9,255.76,4,0.0,81.8432
3,0,0,104,3,92627,3,0,5,241.568,2,0.2,18.1176
3,0,0,104,3,92627,3,0,9,69.3,9,0.0,22.869
3,1,0,362,4,80134,3,1,3,22.62,2,0.7,-15.08
3,1,0,362,4,80134,3,1,3,14.952,2,0.7,-11.9616
3,1,0,362,4,80134,3,0,5,801.568,2,0.2,50.098
3,1,0,362,4,80134,3,1,3,2.376,3,0.7,-1.9008
3,1,0,362,4,80134,3,1,12,32.792,1,0.2,11.8871
2,1,0,329,30,10024,1,1,3,15.92,5,0.2,5.373
3,0,0,21,9,30318,2,1,2,2.74,1,0.0,0.7398
3,0,0,21,9,30318,2,1,2,8.34,3,0.0,2.1684
3,0,0,21,9,30318,2,1,14,46.74,3,0.0,11.685
3,0,0,21,9,30318,2,1,3,6354.95,5,0.0,3177.475
0,0,0,167,23,64118,0,0,9,126.3,3,0.0,40.416
0,0,0,167,23,64118,0,2,0,38.04,2,0.0,12.1728
0,0,0,330,33,43055,1,1,2,7.152,3,0.2,0.7152
3,0,0,266,3,90049,3,1,2,6.63,3,0.0,1.7901
3,0,0,266,3,90049,3,1,2,5.88,2,0.0,1.7052
3,2,0,175,24,59405,3,2,6,2999.95,5,0.0,1379.977
3,2,0,175,24,59405,3,1,14,51.45,3,0.0,13.8915
3,2,0,175,24,59405,3,1,12,11.96,2,0.0,5.382
3,2,0,175,24,59405,3,1,14,1126.02,3,0.0,56.301
3,0,0,207,41,77041,0,2,0,18.392,1,0.2,5.2877
3,0,0,207,41,77041,0,1,14,129.568,2,0.2,-25.9136
3,0,0,207,41,77041,0,1,3,14.112,9,0.8,-21.168
0,1,0,123,20,48234,0,0,16,210.98,2,0.0,21.098
0,0,0,266,3,90032,3,2,13,55.176,3,0.2,-12.4146
0,0,0,266,3,90032,3,2,0,66.26,2,0.0,27.1666
3,0,0,247,19,1841,1,1,8,22.2,5,0.0,10.434
3,2,0,238,8,33801,2,0,5,683.952,3,0.2,42.747
3,2,0,238,8,33801,2,0,9,45.696,3,0.2,5.1408
3,0,0,374,36,19134,1,1,14,36.336,3,0.2,-7.2672
3,0,0,374,36,19134,1,1,15,666.248,1,0.2,-149.9058
3,0,0,374,36,19134,1,1,7,52.512,6,0.2,19.692
2,1,0,266,3,90036,3,0,5,190.72,1,0.2,11.92
3,0,0,266,3,90032,3,0,9,47.94,3,0.0,2.397
2,0,0,310,0,36116,2,2,13,979.95,5,0.0,274.386
2,0,0,310,0,36116,2,1,3,22.75,5,0.0,11.375
3,0,0,293,1,85204,3,1,14,16.768,2,0.2,1.4672
2,0,0,80,11,60653,0,1,3,42.616,7,0.8,-68.1856
3,2,0,329,30,10009,1,1,3,10.752,4,0.2,3.36
3,0,0,194,15,42420,2,1,1,152.94,3,0.0,41.2938
3,0,0,194,15,42420,2,0,5,283.92,4,0.0,70.98
0,0,0,177,47,54302,0,2,0,468.9,6,0.0,206.316
0,1,0,489,1,85705,3,2,13,380.864,8,0.2,38.0864
3,0,0,464,33,45503,1,1,14,646.776,9,0.2,-145.5246
3,0,0,154,41,76106,0,2,0,58.112,2,0.2,7.264
3,0,0,154,41,76106,0,2,13,100.792,1,0.2,6.2995
3,0,0,154,41,76106,0,0,9,66.112,4,0.6,-84.2928
0,2,0,329,30,10035,1,1,3,41.28,6,0.2,13.932
0,2,0,329,30,10035,1,1,12,13.36,2,0.0,6.4128
2,1,0,80,11,60653,0,1,14,250.272,9,0.2,15.642
2,1,0,80,11,60653,0,1,3,11.364,3,0.8,-17.046
2,1,0,80,11,60653,0,1,15,8.72,5,0.2,-1.744
2,0,0,438,3,94110,3,0,5,1121.568,2,0.2,0.0
0,0,0,216,8,32216,2,0,9,34.504,1,0.2,6.0382
3,0,0,207,41,77070,0,1,8,10.824,3,0.2,2.5707
2,1,0,9,3,92804,3,1,14,1295.78,2,0.0,310.9872
2,0,0,521,31,28403,2,1,2,19.456,4,0.2,3.4048
3,0,0,266,3,90045,3,1,10,20.7,2,0.0,9.936
3,0,0,266,3,90045,3,0,16,1335.68,4,0.2,-217.048
3,0,0,266,3,90045,3,1,12,32.4,5,0.0,15.552
2,0,0,438,3,94110,3,0,9,42.6,3,0.0,16.614
2,0,0,438,3,94110,3,1,3,84.056,7,0.2,27.3182
2,0,0,473,8,33614,2,1,1,13.0,5,0.2,1.3
2,0,0,473,8,33614,2,0,9,13.128,3,0.2,3.7743
0,0,0,452,45,98105,3,1,8,3.96,2,0.0,0.0
0,0,0,452,45,98105,3,1,10,2.61,1,0.0,1.2006
0,0,0,266,3,90008,3,2,13,374.376,3,0.2,46.797
3,1,0,452,45,98105,3,1,12,91.84,8,0.0,45.0016
3,1,0,452,45,98105,3,1,3,81.088,7,0.2,27.3672
3,1,0,452,45,98105,3,1,12,19.44,3,0.0,9.3312
3,1,0,452,45,98105,3,0,5,451.152,3,0.2,0.0
3,0,0,329,30,10024,1,1,10,72.45,7,0.0,34.776
3,0,0,329,30,10024,1,1,8,13.96,4,0.0,6.4216
3,0,0,329,30,10024,1,1,3,33.264,7,0.2,11.2266
3,0,0,329,30,10024,1,2,13,14.85,3,0.0,4.0095
3,0,0,283,45,98270,3,1,2,8.82,3,0.0,2.3814
2,0,0,262,3,90805,3,1,12,160.72,14,0.0,78.7528
2,0,0,262,3,90805,3,1,12,19.92,4,0.0,9.7608
2,0,0,262,3,90805,3,1,15,7.3,2,0.0,2.19
3,0,0,80,11,60610,0,1,14,69.712,2,0.2,8.714
3,0,0,80,11,60610,0,0,9,8.792,1,0.6,-5.7148
3,0,0,266,3,90004,3,1,15,51.52,4,0.0,1.5456
3,0,0,120,4,80219,3,2,13,470.376,3,0.2,52.9173
3,0,0,120,4,80219,3,2,13,105.584,2,0.2,9.2386
3,0,0,120,4,80219,3,1,1,31.152,3,0.2,3.5046
3,0,0,120,4,80219,3,1,3,6.783,7,0.7,-4.7481
3,0,0,120,4,80219,3,2,13,406.368,4,0.2,30.4776
3,0,0,407,15,40475,2,0,5,70.98,1,0.0,4.9686
3,0,0,407,15,40475,2,1,10,294.93,3,0.0,144.5157
3,0,0,430,35,97301,3,2,13,84.784,2,0.2,-20.1362
3,0,0,430,35,97301,3,1,12,20.736,4,0.2,7.2576
3,0,0,430,35,97301,3,1,3,16.821,3,0.7,-12.8961
3,0,0,430,35,97301,3,1,12,10.368,2,0.2,3.6288
3,0,0,243,41,78041,0,1,2,9.344,2,0.2,1.168
3,0,0,243,41,78041,0,2,0,31.2,3,0.2,9.75
3,0,0,437,3,92024,3,1,1,76.12,2,0.0,22.0748
3,0,0,437,3,92024,3,2,6,1199.976,3,0.2,434.9913
3,0,0,437,3,92024,3,2,13,445.96,5,0.2,55.745
3,0,0,437,3,92024,3,0,9,327.76,8,0.0,91.7728
0,0,0,374,36,19134,1,1,15,11.632,2,0.2,1.0178
3,0,0,374,36,19120,1,2,13,143.982,3,0.4,-28.7964
3,0,0,374,36,19120,1,2,13,494.376,4,0.4,-115.3544
3,0,0,374,36,19120,1,1,15,5.84,2,0.2,0.73
3,0,0,473,8,33614,2,1,14,142.776,1,0.2,17.847
3,0,0,473,8,33614,2,0,9,45.696,3,0.2,5.1408
3,0,0,473,8,33614,2,1,3,7.218,3,0.7,-5.5338
3,0,0,473,8,33614,2,1,3,43.188,4,0.7,-31.6712
3,0,0,473,8,33614,2,1,12,131.904,3,0.2,47.8152
3,0,0,374,36,19134,1,1,3,3.282,2,0.7,-2.6256
3,0,0,374,36,19134,1,1,2,21.168,9,0.2,2.3814
3,0,0,374,36,19134,1,2,13,55.188,2,0.4,-10.1178
0,1,0,109,41,75217,0,2,13,369.576,3,0.2,41.5773
0,1,0,109,41,75217,0,1,10,15.712,4,0.2,5.6956
2,1,0,374,36,19143,1,1,12,8.448,2,0.2,2.64
2,1,0,374,36,19143,1,2,13,728.946,9,0.4,-157.9383
2,0,0,182,33,43123,1,2,13,119.94,10,0.4,15.992
2,0,0,182,33,43123,1,1,3,3.648,2,0.7,-2.7968
2,1,0,329,30,10011,1,0,9,40.48,2,0.0,15.7872
2,1,0,329,30,10011,1,0,9,9.94,2,0.0,3.0814
2,1,0,329,30,10011,1,1,3,107.424,9,0.2,33.57
2,1,0,329,30,10011,1,2,13,37.91,1,0.0,10.9939
2,1,0,329,30,10011,1,0,9,88.02,3,0.0,27.2862
3,0,0,80,11,60610,0,1,3,8.69,5,0.8,-14.773
3,1,0,114,20,48126,0,0,5,301.96,2,0.0,87.5684
3,1,0,114,20,48126,0,1,1,555.21,5,0.1,178.901
3,1,0,114,20,48126,0,1,14,523.48,4,0.0,130.87
3,1,0,114,20,48126,0,1,2,161.82,9,0.0,46.9278
3,2,0,329,30,10009,1,0,9,35.56,7,0.0,12.0904
3,0,0,452,45,98115,3,1,1,97.16,2,0.0,28.1764
3,0,0,438,3,94122,3,1,3,15.24,5,0.2,5.1435
3,0,0,438,3,94122,3,1,12,13.23,3,0.0,6.0858
2,0,0,24,4,80013,3,1,14,243.384,3,0.2,-51.7191
2,0,0,24,4,80013,3,2,0,119.8,5,0.2,29.95
2,0,0,24,4,80013,3,2,13,300.768,4,0.2,30.0768
2,0,0,295,8,33180,2,2,0,17.88,3,0.2,2.4585
2,0,0,295,8,33180,2,1,10,235.944,3,0.2,85.5297
2,1,0,503,9,31088,2,0,5,392.94,3,0.0,43.2234
3,0,0,24,4,80013,3,1,3,18.882,3,0.7,-13.8468
3,0,0,24,4,80013,3,1,1,122.328,3,0.2,12.2328
3,2,0,497,3,94591,3,0,9,1049.2,5,0.0,272.792
3,2,0,497,3,94591,3,1,3,15.424,4,0.2,5.0128
3,1,0,300,21,55407,0,0,9,18.84,3,0.0,6.0288
2,0,0,303,3,92691,3,1,14,330.4,2,0.0,85.904
2,0,0,303,3,92691,3,1,10,26.25,7,0.0,12.6
3,0,0,411,20,48307,0,2,0,132.52,4,0.0,54.3332
3,2,0,378,28,7060,1,1,12,6.48,1,0.0,3.1752
3,2,0,94,12,47201,0,1,1,209.3,2,0.0,56.511
3,1,0,455,1,85635,3,1,8,31.56,5,0.2,9.8625
3,1,0,455,1,85635,3,1,1,30.144,2,0.2,3.0144
2,1,0,498,45,98661,3,0,9,14.8,4,0.0,6.068
2,1,0,498,45,98661,3,2,13,302.376,3,0.2,22.6782
2,1,0,498,45,98661,3,2,0,316.0,4,0.0,31.6
3,2,0,329,30,10024,1,1,12,379.4,10,0.0,178.318
3,1,0,329,30,10035,1,1,12,97.82,2,0.0,45.9754
3,1,0,329,30,10035,1,2,0,103.12,8,0.0,10.312
3,0,0,94,33,43229,1,1,1,113.552,2,0.2,8.5164
3,0,0,94,33,43229,1,1,3,3.318,2,0.7,-2.6544
3,0,0,94,33,43229,1,1,7,134.288,2,0.2,45.3222
1,2,0,24,11,60505,0,0,5,701.372,2,0.3,-50.098
1,2,0,24,11,60505,0,1,3,2.308,2,0.8,-3.462
3,0,0,16,41,76017,0,1,14,999.432,7,0.2,124.929
3,0,0,16,41,76017,0,1,14,724.08,14,0.2,-135.765
3,0,0,16,41,76017,0,0,16,918.785,5,0.3,-118.1295
3,0,0,16,41,76017,0,1,3,2.724,3,0.8,-4.2222
3,1,0,329,30,10011,1,1,14,459.95,5,0.0,18.398
1,0,0,267,15,40214,2,1,8,10.74,3,0.0,5.2626
2,1,0,109,41,75081,0,1,15,23.76,3,0.2,2.079
2,1,0,109,41,75081,0,1,12,85.056,3,0.2,28.7064
2,1,0,109,41,75081,0,2,13,381.576,3,0.2,28.6182
0,0,0,86,33,44105,1,0,9,30.36,5,0.2,8.7285
3,2,0,80,11,60653,0,0,9,23.976,3,0.6,-14.3856
3,2,0,80,11,60653,0,0,16,108.925,1,0.5,-71.8905
3,2,0,80,11,60653,0,1,12,36.352,8,0.2,11.36
3,0,0,393,11,62301,0,1,2,19.56,5,0.2,1.7115
0,0,0,94,12,47201,0,1,1,61.44,3,0.0,16.5888
0,0,0,94,12,47201,0,1,12,38.9,5,0.0,17.505
0,0,0,94,12,47201,0,2,0,99.39,3,0.0,40.7499
3,0,0,493,41,75701,0,1,1,2.688,3,0.8,-7.392
3,0,0,493,41,75701,0,2,0,27.816,3,0.2,4.5201
3,0,0,493,41,75701,0,0,9,82.524,3,0.6,-41.262
3,0,0,493,41,75701,0,1,3,182.994,3,0.8,-320.2395
3,0,0,329,30,10024,1,1,3,14.352,3,0.2,4.6644
3,0,0,329,30,10024,1,1,14,64.96,2,0.0,2.5984
3,0,0,329,30,10024,1,1,14,68.6,4,0.0,18.522
1,1,0,60,31,27217,2,2,11,7999.98,4,0.5,-3839.9904
1,1,0,60,31,27217,2,1,1,167.44,2,0.2,14.651
0,0,0,215,22,39212,2,2,0,479.97,3,0.0,163.1898
0,0,0,215,22,39212,2,1,10,14.62,2,0.0,6.8714
0,0,0,215,22,39212,2,1,12,19.44,3,0.0,9.3312
3,0,0,329,30,10035,1,0,4,191.984,2,0.2,4.7996
2,0,0,511,44,22980,2,0,9,104.01,1,0.0,14.5614
2,0,0,511,44,22980,2,2,13,284.82,1,0.0,74.0532
2,0,0,511,44,22980,2,1,14,36.84,3,0.0,10.3152
3,0,0,266,3,90036,3,2,0,166.24,1,0.0,24.936
3,0,0,266,3,90036,3,1,12,33.4,5,0.0,16.032
0,2,0,78,36,19013,1,1,2,198.272,8,0.2,17.3488
0,2,0,78,36,19013,1,1,10,47.36,4,0.2,17.76
0,2,0,78,36,19013,1,1,7,200.984,7,0.2,62.8075
0,2,0,78,36,19013,1,1,10,97.696,4,0.2,31.7512
0,2,0,78,36,19013,1,1,2,2.696,1,0.2,0.8088
0,2,0,78,36,19013,1,1,3,18.588,2,0.7,-13.6312
0,2,0,78,36,19013,1,1,3,4.896,3,0.7,-3.4272
3,1,0,86,33,44105,1,0,9,15.072,3,0.2,4.1448
2,1,0,452,45,98103,3,0,9,209.88,3,0.0,35.6796
3,0,0,262,3,90805,3,0,16,369.912,3,0.2,-13.8717
3,1,0,68,31,27511,2,1,12,10.368,2,0.2,3.6288
3,1,0,68,31,27511,2,1,1,166.84,5,0.2,18.7695
3,1,0,68,31,27511,2,2,0,15.216,1,0.2,2.2824
0,0,0,329,30,10035,1,2,0,119.96,4,0.0,52.7824
0,0,0,329,30,10035,1,0,4,883.92,5,0.2,-110.49
0,0,0,329,30,10035,1,1,3,46.72,8,0.2,15.768
0,2,0,329,30,10035,1,1,12,55.48,1,0.0,26.6304
3,0,0,360,8,32137,2,1,7,24.448,4,0.2,8.8624
3,1,0,316,30,10550,1,1,1,281.34,6,0.0,109.7226
3,1,0,316,30,10550,1,2,13,307.98,2,0.0,89.3142
3,1,0,316,30,10550,1,2,0,299.97,3,0.0,113.9886
2,1,0,452,45,98105,3,1,3,19.92,5,0.2,6.972
0,0,0,124,6,19901,1,0,9,9.94,2,0.0,3.0814
3,0,0,330,33,43055,1,0,9,103.056,3,0.2,24.4758
3,2,0,351,42,84057,3,1,3,59.808,3,0.2,19.4376
3,2,0,351,42,84057,3,0,9,73.32,6,0.0,21.996
3,2,0,266,3,90045,3,1,12,146.82,3,0.0,73.41
3,1,0,123,20,48205,0,0,16,1652.94,3,0.0,231.4116
3,1,0,123,20,48205,0,1,14,296.37,3,0.0,80.0199
3,2,0,374,36,19140,1,0,9,129.92,5,0.2,21.112
3,1,0,197,8,33012,2,1,15,45.584,7,0.2,5.1282
3,0,0,25,41,78745,0,1,7,17.568,2,0.2,6.3684
3,0,0,25,41,78745,0,2,13,55.992,1,0.2,5.5992
0,0,0,343,30,11572,1,1,12,182.72,8,0.0,84.0512
0,0,0,343,30,11572,1,0,16,400.032,2,0.4,-153.3456
0,0,0,343,30,11572,1,1,14,33.63,3,0.0,10.089
0,0,0,343,30,11572,1,0,5,542.646,3,0.1,102.4998
0,0,0,343,30,11572,1,1,10,6.3,2,0.0,3.024
3,2,0,452,45,98115,3,1,14,242.94,3,0.0,9.7176
3,2,0,452,45,98115,3,2,0,179.97,3,0.0,86.3856
3,2,0,452,45,98115,3,1,3,99.696,6,0.2,33.6474
3,2,0,452,45,98115,3,1,3,27.936,4,0.2,9.4284
3,2,0,452,45,98115,3,0,4,84.98,1,0.0,18.6956
3,2,0,452,45,98115,3,1,3,18.72,5,0.2,6.552
3,0,0,438,3,94110,3,2,0,49.98,2,0.0,8.4966
3,2,0,321,11,60540,0,1,10,11.784,3,0.2,4.2717
3,2,0,321,11,60540,0,1,14,272.736,3,0.2,-64.7748
3,2,0,321,11,60540,0,1,3,3.54,2,0.8,-5.487
3,0,0,109,41,75220,0,1,15,51.52,5,0.2,-10.948
3,0,0,109,41,75220,0,1,12,3.528,1,0.2,1.1466
3,0,0,109,41,75220,0,1,12,4.624,1,0.2,1.6762
3,0,0,109,41,75220,0,1,15,55.168,4,0.2,6.2064
1,1,0,437,3,92105,3,0,16,567.12,10,0.2,-28.356
1,1,0,437,3,92105,3,1,14,359.32,4,0.0,7.1864
2,0,0,145,11,60201,0,2,13,11.992,1,0.2,0.8994
3,0,0,487,20,48183,0,1,3,58.05,3,0.0,26.703
3,0,0,487,20,48183,0,0,9,157.74,11,0.0,56.7864
3,0,0,487,20,48183,0,1,2,56.98,7,0.0,22.792
3,0,0,487,20,48183,0,1,3,2.88,1,0.0,1.4112
0,1,0,438,3,94110,3,2,6,1199.976,3,0.2,374.9925
3,0,0,266,3,90036,3,0,9,79.92,4,0.0,28.7712
3,1,0,216,8,32216,2,0,16,383.438,4,0.45,-167.3184
3,0,0,105,21,55016,0,1,14,24.56,2,0.0,6.8768
3,0,0,105,21,55016,0,2,0,119.8,4,0.0,47.92
3,1,0,329,30,10009,1,1,3,13.128,3,0.2,4.2666
3,1,0,177,47,54302,0,1,12,22.72,4,0.0,10.224
3,0,0,266,3,90004,3,1,12,58.32,9,0.0,27.9936
3,1,0,21,9,30318,2,1,10,12.39,3,0.0,5.6994
3,0,0,94,33,43229,1,2,13,107.982,3,0.4,-26.9955
2,1,0,45,16,71111,2,1,7,11.36,2,0.0,5.3392
2,1,0,45,16,71111,2,1,7,50.94,3,0.0,25.47
2,1,0,45,16,71111,2,2,0,646.74,6,0.0,258.696
2,1,0,45,16,71111,2,1,3,5.64,3,0.0,2.7072
2,1,0,45,16,71111,2,1,14,572.58,6,0.0,34.3548
3,1,0,429,8,33710,2,0,9,310.88,2,0.2,23.316
3,0,0,16,44,22204,2,0,5,641.96,2,0.0,179.7488
3,1,0,121,13,50315,0,1,3,18.28,2,0.0,9.14
3,1,0,121,13,50315,0,2,13,207.0,3,0.0,51.75
3,1,0,121,13,50315,0,1,3,32.35,5,0.0,16.175
3,1,0,121,13,50315,0,1,3,7.71,1,0.0,3.4695
3,1,0,121,13,50315,0,1,2,40.3,2,0.0,10.881
3,1,0,121,13,50315,0,0,9,34.58,7,0.0,14.5236
3,0,0,83,33,45231,1,1,2,32.76,7,0.2,3.6855
0,2,0,438,3,94110,3,0,5,544.008,3,0.2,40.8006
0,2,0,438,3,94110,3,1,12,59.94,3,0.0,28.1718
0,2,0,438,3,94110,3,1,12,23.92,4,0.0,11.7208
0,2,0,438,3,94110,3,1,12,4.28,1,0.0,1.926
2,0,0,94,33,43229,1,1,3,32.07,5,0.7,-22.449
2,0,0,94,33,43229,1,2,0,24.0,2,0.2,-2.7
2,0,0,94,33,43229,1,0,4,35.49,1,0.5,-15.6156
2,0,0,94,33,43229,1,2,0,47.984,2,0.2,0.5998
3,1,0,93,38,29203,2,1,7,186.69,3,0.0,87.7443
2,0,0,241,3,93534,3,1,3,17.456,2,0.2,5.8914
3,0,0,241,3,93534,3,0,5,348.928,2,0.2,34.8928
3,0,0,407,44,23223,2,1,3,143.96,4,0.0,69.1008
3,0,0,407,44,23223,2,1,14,15.42,1,0.0,4.1634
3,0,0,407,44,23223,2,1,3,43.04,8,0.0,21.0896
3,0,0,407,44,23223,2,0,5,332.94,3,0.0,79.9056
1,0,0,19,31,28806,2,2,13,1363.96,5,0.2,85.2475
3,0,0,438,3,94110,3,1,10,9.96,2,0.0,4.5816
3,0,0,438,3,94110,3,1,12,21.72,4,0.0,10.6428
3,0,0,410,21,55901,0,1,3,20.16,7,0.0,9.8784
0,1,0,410,30,14609,1,1,12,132.79,7,0.0,63.7392
0,1,0,410,30,14609,1,1,12,12.96,2,0.0,6.2208
0,1,0,410,30,14609,1,1,10,21.56,7,0.0,10.3488
3,0,0,236,3,92530,3,0,5,283.92,5,0.2,17.745
0,1,0,437,3,92105,3,0,9,22.23,1,0.0,7.3359
0,1,0,437,3,92105,3,2,13,215.968,2,0.2,18.8972
2,1,0,329,30,10024,1,1,1,355.32,9,0.0,99.4896
3,1,0,308,16,71203,2,1,12,12.96,2,0.0,6.2208
0,0,0,438,3,94122,3,0,9,18.28,2,0.0,6.2152
3,0,0,120,4,80219,3,1,2,43.176,3,0.2,4.3176
3,0,0,120,4,80219,3,2,13,1983.968,4,0.2,247.996
0,0,0,348,25,68104,0,0,9,28.4,2,0.0,11.076
0,0,0,348,25,68104,0,2,0,149.97,3,0.0,50.9898
0,0,0,135,45,98026,3,1,2,11.52,4,0.0,3.2256
0,0,0,135,45,98026,3,0,16,1298.55,5,0.0,311.652
0,0,0,135,45,98026,3,1,1,213.92,4,0.0,62.0368
0,0,0,135,45,98026,3,2,0,25.78,2,0.0,2.578
1,0,0,446,3,92704,3,0,9,18.28,2,0.0,6.2152
1,0,0,446,3,92704,3,2,0,1399.93,7,0.0,601.9699
0,1,0,299,47,53209,0,1,12,51.84,8,0.0,24.8832
3,0,0,374,36,19140,1,1,12,5.344,1,0.2,1.8704
3,0,0,374,36,19140,1,1,12,41.472,8,0.2,14.5152
3,0,0,374,36,19140,1,1,3,3.168,3,0.7,-2.4288
